,chanceoffog,chanceoffrost,chanceofhightemp,chanceofovercast,chanceofrain,chanceofremdry,chanceofsnow,chanceofsunshine,chanceofthunder,chanceofwindy,cloudcover,dewpoint,feelslike,heatindex,humidity,precip,pressure,temperature,time,uv_index,visibility,weather_code,weather_descriptions,weather_icons,wind_degree,wind_dir,wind_speed,windchill,windgust,location,date
12,0,0,0,0,0,0,0,0,0,0,100,6,11,12,66,0.2,1008,12,1200,3,2,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],359,N,6,11,8,Birmingham,2020-04-27
13,0,0,0,0,0,0,0,0,0,0,98,6,12,12,66,0.1,1008,12,1300,3,5,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],242,WSW,6,12,7,Birmingham,2020-04-27
14,0,0,0,0,0,0,0,0,0,0,95,6,12,12,65,0.0,1007,12,1400,3,7,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],125,SE,6,12,7,Birmingham,2020-04-27
15,0,0,0,0,0,0,0,0,0,0,93,6,13,13,64,0.0,1007,13,1500,3,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],8,N,5,13,6,Birmingham,2020-04-27
16,0,0,0,0,0,0,0,0,0,0,84,7,12,12,67,0.0,1007,12,1600,3,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],29,NNE,6,12,7,Birmingham,2020-04-27
17,0,0,0,0,0,0,0,0,0,0,75,7,12,12,70,0.0,1007,12,1700,3,10,119,['Cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'],51,NE,6,12,7,Birmingham,2020-04-27
18,0,0,0,0,0,0,0,0,0,0,66,7,12,12,72,0.0,1007,12,1800,3,10,119,['Cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'],72,ENE,7,12,8,Birmingham,2020-04-27
19,0,0,0,0,0,0,0,0,0,0,64,7,11,11,77,0.0,1007,11,1900,3,10,119,['Cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'],76,ENE,7,11,9,Birmingham,2020-04-27
20,0,0,0,0,0,0,0,0,0,0,62,7,10,10,81,0.0,1007,10,2000,4,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],80,E,8,10,11,Birmingham,2020-04-27
21,0,0,0,0,0,0,0,0,0,0,60,7,8,10,85,0.0,1007,10,2100,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],85,E,8,8,13,Birmingham,2020-04-27
22,0,0,0,0,0,0,0,0,0,0,73,6,8,9,83,0.0,1007,9,2200,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],86,E,9,8,14,Birmingham,2020-04-27
23,0,0,0,0,0,0,0,0,0,0,87,5,7,9,81,0.0,1007,9,2300,1,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],87,E,10,7,16,Birmingham,2020-04-27
0,0,0,0,0,0,0,0,0,0,0,100,5,6,8,78,0.0,1007,8,0,1,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],88,E,12,6,17,Birmingham,2020-04-28
1,0,0,0,0,0,0,0,0,0,0,100,4,5,8,80,0.0,1007,8,100,1,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],87,E,13,5,19,Birmingham,2020-04-28
2,0,0,0,0,0,0,0,0,0,0,100,4,5,7,81,0.4,1006,7,200,1,9,296,['Light rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png'],87,E,14,5,20,Birmingham,2020-04-28
3,0,0,0,0,0,0,0,0,0,0,100,4,4,7,82,0.5,1006,7,300,1,9,296,['Light rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png'],86,E,15,4,21,Birmingham,2020-04-28
4,0,0,0,0,0,0,0,0,0,0,100,4,4,7,82,0.3,1006,7,400,1,9,296,['Light rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png'],82,E,16,4,23,Birmingham,2020-04-28
5,0,0,0,0,0,0,0,0,0,0,100,4,3,7,81,0.0,1005,7,500,1,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],77,ENE,17,3,24,Birmingham,2020-04-28
6,0,0,0,0,0,0,0,0,0,0,100,3,3,6,81,0.0,1005,6,600,2,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],73,ENE,18,3,25,Birmingham,2020-04-28
7,0,0,0,0,0,0,0,0,0,0,100,4,3,6,83,0.0,1005,6,700,2,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],74,ENE,18,3,25,Birmingham,2020-04-28
8,0,0,0,0,0,0,0,0,0,0,100,4,3,6,84,0.7,1005,6,800,2,9,296,['Light rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],75,ENE,18,3,25,Birmingham,2020-04-28
9,0,0,0,0,0,0,0,0,0,0,100,4,3,6,86,1.0,1005,6,900,2,9,296,['Light rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],76,ENE,18,3,25,Birmingham,2020-04-28
10,0,0,0,0,0,0,0,0,0,0,100,4,3,6,86,0.5,1005,6,1000,2,9,296,['Light rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],77,ENE,18,3,25,Birmingham,2020-04-28
11,0,0,0,0,0,0,0,0,0,0,100,4,3,6,86,0.0,1005,6,1100,2,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],78,ENE,18,3,24,Birmingham,2020-04-28
12,0,0,0,0,0,0,0,0,0,0,100,4,3,6,87,0.0,1005,6,1200,2,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],80,E,18,3,24,Birmingham,2020-04-28
13,0,0,0,0,0,0,0,0,0,0,100,4,3,6,87,0.0,1004,6,1300,2,9,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],76,ENE,18,3,24,Birmingham,2020-04-28
14,0,0,0,0,0,0,0,0,0,0,100,4,2,6,87,1.0,1004,6,1400,2,8,302,['Moderate rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png'],73,ENE,18,2,24,Birmingham,2020-04-28
15,0,0,0,0,0,0,0,0,0,0,100,4,2,6,88,1.3,1004,6,1500,2,7,302,['Moderate rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png'],69,ENE,18,2,24,Birmingham,2020-04-28
16,0,0,0,0,0,0,0,0,0,0,100,4,2,6,88,0.6,1004,6,1600,2,7,302,['Moderate rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png'],66,ENE,18,2,23,Birmingham,2020-04-28
17,0,0,0,0,0,0,0,0,0,0,100,4,2,5,89,1.4,1005,5,1700,2,7,302,['Moderate rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png'],64,ENE,17,2,22,Birmingham,2020-04-28
18,0,0,0,0,0,0,0,0,0,0,100,4,2,5,89,1.8,1005,5,1800,2,7,302,['Moderate rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png'],61,ENE,16,2,22,Birmingham,2020-04-28
19,0,0,0,0,0,0,0,0,0,0,100,4,2,5,90,0.9,1005,4,1900,1,5,302,['Moderate rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png'],62,ENE,14,2,19,Birmingham,2020-04-28
20,0,0,0,0,0,0,0,0,0,0,100,4,2,4,91,0.1,1005,3,2000,1,4,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],64,ENE,12,2,16,Birmingham,2020-04-28
21,0,0,0,0,0,0,0,0,0,0,100,5,1,3,92,0.1,1005,1,2100,1,2,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png'],66,ENE,10,1,13,Birmingham,2020-04-28
22,0,0,0,0,0,0,0,0,0,0,100,5,2,4,92,0.0,1005,3,2200,1,2,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png'],65,ENE,9,2,12,Birmingham,2020-04-28
23,0,0,0,0,0,0,0,0,0,0,100,5,3,5,91,0.2,1005,4,2300,1,2,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png'],64,ENE,9,3,11,Birmingham,2020-04-28
0,0,0,0,0,0,0,0,0,0,0,100,5,4,6,91,0.3,1005,6,0,1,2,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png'],63,ENE,8,4,10,Birmingham,2020-04-29
1,0,0,0,0,0,0,0,0,0,0,100,5,4,6,92,0.2,1005,6,100,1,2,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png'],67,ENE,8,4,10,Birmingham,2020-04-29
2,0,0,0,0,0,0,0,0,0,0,100,5,4,6,92,0.1,1004,6,200,1,2,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png'],72,ENE,8,4,10,Birmingham,2020-04-29
3,0,0,0,0,0,0,0,0,0,0,100,5,4,6,92,0.1,1004,6,300,1,2,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png'],77,ENE,8,4,10,Birmingham,2020-04-29
4,0,0,0,0,0,0,0,0,0,0,100,5,4,6,92,0.0,1004,6,400,1,2,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png'],91,E,8,4,10,Birmingham,2020-04-29
5,0,0,0,0,0,0,0,0,0,0,100,5,4,6,93,0.1,1003,6,500,1,2,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png'],106,ESE,8,4,10,Birmingham,2020-04-29
6,0,0,0,0,0,0,0,0,0,0,100,5,4,6,93,0.1,1003,6,600,2,2,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],120,ESE,8,4,10,Birmingham,2020-04-29
7,0,0,0,0,0,0,0,0,0,0,100,5,5,7,89,0.1,1002,7,700,2,5,266,['Light drizzle'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],126,SE,10,5,13,Birmingham,2020-04-29
8,0,0,0,0,0,0,0,0,0,0,100,5,5,8,85,0.0,1002,8,800,2,7,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],132,SE,12,5,15,Birmingham,2020-04-29
9,0,0,0,0,0,0,0,0,0,0,100,5,6,8,81,0.0,1001,8,900,2,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],139,SE,15,6,17,Birmingham,2020-04-29
10,0,0,0,0,0,0,0,0,0,0,100,6,6,9,82,0.0,1000,9,1000,2,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],140,SE,16,6,19,Birmingham,2020-04-29
11,0,0,0,0,0,0,0,0,0,0,100,6,7,9,82,0.0,999,9,1100,2,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],142,SE,17,7,21,Birmingham,2020-04-29
12,0,0,0,0,0,0,0,0,0,0,100,7,7,10,83,0.0,998,10,1200,2,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],144,SE,18,7,22,Birmingham,2020-04-29
13,0,0,0,0,0,0,0,0,0,0,90,7,8,10,83,0.0,998,10,1300,2,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],167,SSE,18,8,23,Birmingham,2020-04-29
14,0,0,0,0,0,0,0,0,0,0,80,7,8,10,82,0.5,998,10,1400,3,9,293,['Patchy light rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],189,S,17,8,23,Birmingham,2020-04-29
15,0,0,0,0,0,0,0,0,0,0,70,7,8,10,81,0.7,997,10,1500,3,9,293,['Patchy light rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],211,SSW,17,8,23,Birmingham,2020-04-29
16,0,0,0,0,0,0,0,0,0,0,70,6,8,10,76,0.4,997,9,1600,2,9,293,['Patchy light rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],214,SSW,16,8,23,Birmingham,2020-04-29
17,0,0,0,0,0,0,0,0,0,0,71,6,7,10,70,0.5,997,8,1700,2,9,293,['Patchy light rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],216,SW,16,7,23,Birmingham,2020-04-29
18,0,0,0,0,0,0,0,0,0,0,71,5,6,9,65,0.6,996,6,1800,2,9,293,['Patchy light rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],218,SW,15,6,22,Birmingham,2020-04-29
19,0,0,0,0,0,0,0,0,0,0,81,5,5,8,68,0.3,996,5,1900,2,9,293,['Patchy light rain'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'],204,SSW,15,5,23,Birmingham,2020-04-29
20,0,0,0,0,0,0,0,0,0,0,90,5,4,7,72,0.0,995,4,2000,1,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],190,S,15,4,23,Birmingham,2020-04-29
21,0,0,0,0,0,0,0,0,0,0,100,5,2,5,75,0.0,995,2,2100,1,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],176,S,14,2,23,Birmingham,2020-04-29
22,0,0,0,0,0,0,0,0,0,0,96,4,3,6,77,0.0,994,4,2200,1,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],184,S,17,3,25,Birmingham,2020-04-29
23,0,0,0,0,0,0,0,0,0,0,91,4,3,7,79,0.0,994,6,2300,1,10,119,['Cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'],192,SSW,19,3,28,Birmingham,2020-04-29
0,0,0,0,0,0,0,0,0,0,0,0,10,16,16,66,0.0,1014,16,0,1,10,113,['Clear'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'],134,SE,4,16,5,London,2020-04-26
1,0,0,0,0,0,0,0,0,0,0,0,9,15,15,68,0.0,1014,15,100,1,10,113,['Clear'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'],154,SSE,4,15,4,London,2020-04-26
2,0,0,0,0,0,0,0,0,0,0,0,9,15,14,71,0.0,1014,14,200,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],174,S,3,15,4,London,2020-04-26
3,0,0,0,0,0,0,0,0,0,0,0,9,15,14,73,0.0,1013,14,300,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],195,SSW,3,15,4,London,2020-04-26
4,0,0,0,0,0,0,0,0,0,0,3,8,13,13,72,0.0,1013,13,400,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],206,SSW,3,13,3,London,2020-04-26
5,0,0,0,0,0,0,0,0,0,0,5,7,12,12,71,0.0,1013,12,500,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],217,SW,2,12,2,London,2020-04-26
6,0,0,0,0,0,0,0,0,0,0,7,6,11,11,70,0.0,1013,11,600,4,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],228,SW,1,11,1,London,2020-04-26
7,0,0,0,0,0,0,0,0,0,0,11,6,12,12,64,0.0,1013,12,700,4,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],204,SSW,1,12,2,London,2020-04-26
8,0,0,0,0,0,0,0,0,0,0,14,5,14,14,58,0.0,1013,14,800,4,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],180,S,2,14,2,London,2020-04-26
9,0,0,0,0,0,0,0,0,0,0,18,5,15,15,51,0.0,1013,15,900,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],156,SSE,2,15,3,London,2020-04-26
10,0,0,0,0,0,0,0,0,0,0,15,5,17,17,46,0.0,1013,17,1000,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],166,SSE,3,17,4,London,2020-04-26
11,0,0,0,0,0,0,0,0,0,0,12,4,18,18,40,0.0,1012,18,1100,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],177,S,4,18,5,London,2020-04-26
12,0,0,0,0,0,0,0,0,0,0,9,4,20,20,34,0.0,1012,20,1200,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],187,S,5,20,6,London,2020-04-26
13,0,0,0,0,0,0,0,0,0,0,10,4,20,20,34,0.0,1012,20,1300,6,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],193,SSW,7,20,8,London,2020-04-26
14,0,0,0,0,0,0,0,0,0,0,11,4,20,20,33,0.0,1011,20,1400,6,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],200,SSW,8,20,10,London,2020-04-26
15,0,0,0,0,0,0,0,0,0,0,12,4,21,21,33,0.0,1011,21,1500,6,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],206,SSW,10,21,12,London,2020-04-26
16,0,0,0,0,0,0,0,0,0,0,18,5,20,20,39,0.0,1010,20,1600,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],213,SSW,12,20,13,London,2020-04-26
17,0,0,0,0,0,0,0,0,0,0,24,6,18,18,46,0.0,1010,18,1700,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],219,SW,13,18,15,London,2020-04-26
18,0,0,0,0,0,0,0,0,0,0,30,8,17,17,52,0.0,1009,17,1800,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],226,SW,14,17,17,London,2020-04-26
19,0,0,0,0,0,0,0,0,0,0,21,7,17,17,54,0.0,1009,17,1900,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],226,SW,13,17,15,London,2020-04-26
20,0,0,0,0,0,0,0,0,0,0,12,7,16,16,55,0.0,1010,16,2000,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],225,SW,11,16,13,London,2020-04-26
21,0,0,0,0,0,0,0,0,0,0,4,7,16,16,57,0.0,1010,16,2100,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],225,SW,10,16,11,London,2020-04-26
22,0,0,0,0,0,0,0,0,0,0,11,6,14,15,57,0.0,1010,15,2200,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],229,SW,9,14,11,London,2020-04-26
23,0,0,0,0,0,0,0,0,0,0,19,5,13,14,57,0.0,1009,14,2300,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],232,SW,9,13,11,London,2020-04-26
0,0,0,0,0,0,0,0,0,0,0,27,4,12,13,57,0.0,1009,13,0,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],235,SW,9,12,11,London,2020-04-27
1,0,0,0,0,0,0,0,0,0,0,27,4,12,12,57,0.0,1009,12,100,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],232,SW,8,12,10,London,2020-04-27
2,0,0,0,0,0,0,0,0,0,0,27,4,12,12,56,0.0,1009,12,200,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],229,SW,8,12,10,London,2020-04-27
3,0,0,0,0,0,0,0,0,0,0,28,4,12,12,56,0.0,1009,12,300,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],226,SW,7,12,9,London,2020-04-27
4,0,0,0,0,0,0,0,0,0,0,28,3,11,12,53,0.0,1008,12,400,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],232,SW,7,11,9,London,2020-04-27
5,0,0,0,0,0,0,0,0,0,0,28,2,11,12,51,0.0,1008,12,500,1,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],238,WSW,7,11,8,London,2020-04-27
6,0,0,0,0,0,0,0,0,0,0,28,1,11,12,49,0.0,1008,12,600,4,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],244,WSW,6,11,8,London,2020-04-27
7,0,0,0,0,0,0,0,0,0,0,33,1,13,13,46,0.0,1008,13,700,4,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],251,WSW,7,13,8,London,2020-04-27
8,0,0,0,0,0,0,0,0,0,0,37,2,14,14,43,0.0,1008,14,800,4,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],258,WSW,7,14,8,London,2020-04-27
9,0,0,0,0,0,0,0,0,0,0,42,2,16,16,40,0.0,1008,16,900,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],265,W,7,16,8,London,2020-04-27
10,0,0,0,0,0,0,0,0,0,0,41,3,17,17,40,0.0,1008,17,1000,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],267,W,7,17,8,London,2020-04-27
11,0,0,0,0,0,0,0,0,0,0,39,4,18,18,41,0.0,1008,18,1100,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],268,W,8,18,9,London,2020-04-27
12,0,0,0,0,0,0,0,0,0,0,38,6,19,19,41,0.0,1008,19,1200,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],270,W,8,19,9,London,2020-04-27
13,0,0,0,0,0,0,0,0,0,0,57,6,19,19,45,0.0,1007,19,1300,5,10,116,['Partly cloudy'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'],291,WNW,9,19,10,London,2020-04-27
14,0,0,0,0,0,0,0,0,0,0,77,7,18,18,49,0.0,1007,18,1400,4,10,176,['Patchy rain possible'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'],312,NW,10,18,11,London,2020-04-27
15,0,0,0,0,0,0,0,0,0,0,96,8,18,18,53,0.0,1007,18,1500,4,10,176,['Patchy rain possible'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'],333,NNW,11,18,13,London,2020-04-27
16,0,0,0,0,0,0,0,0,0,0,94,9,17,17,58,0.0,1007,17,1600,4,10,176,['Patchy rain possible'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'],232,SW,12,17,14,London,2020-04-27
17,0,0,0,0,0,0,0,0,0,0,93,9,15,16,63,0.0,1006,16,1700,4,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],131,SE,14,15,16,London,2020-04-27
18,0,0,0,0,0,0,0,0,0,0,91,9,14,15,68,0.0,1006,15,1800,4,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],30,NNE,15,14,18,London,2020-04-27
19,0,0,0,0,0,0,0,0,0,0,94,9,13,14,71,0.0,1006,14,1900,3,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],45,NE,15,13,18,London,2020-04-27
20,0,0,0,0,0,0,0,0,0,0,97,9,12,14,74,0.0,1007,14,2000,3,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],59,ENE,15,12,18,London,2020-04-27
21,0,0,0,0,0,0,0,0,0,0,100,9,11,13,77,0.0,1007,13,2100,1,10,122,['Overcast'],['https://assets.weatherstack.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'],74,ENE,15,11,18,London,2020-04-27
